date,s378,s379,s380,s381,s433,s434,s593,s594
2/24/2020 7:00:00,-0.000110018,-0.011108228,-0.002114152,-0.022500413,-0.005718767,-0.004816058,0.00598304,-0.014039218
3/2/2020 7:00:00,-0.011608228,0.000858874,-0.012716861,0.001715866,-0.130147394,-0.000474606,0.00051666,-0.001736721
3/9/2020 8:00:00,-0.001472603,-0.051396945,-0.016558191,-0.157191776,-0.148362054,-0.042355879,-0.00037332,0.001369126
3/16/2020 8:00:00,-1.11E-05,0.026512102,-0.038547851,0.052590299,-0.001278982,-0.282875031,-0.003330068,-0.033478006
3/23/2020 8:00:00,0,0.006409827,0.02222085,0.026088036,0.050385033,0.057274542,0.004820158,-0.001200745
3/30/2020 8:00:00,0.000130562,4.98E-05,-0.001297623,-0.001153803,-0.00150803,-0.009667259,-0.005560037,-0.015028993
4/6/2020 8:00:00,-6.76E-05,0.016165456,0.02016813,0.0321332,-0.00042757,0.009425732,0.001047095,-0.014507299
4/13/2020 8:00:00,-0.006317902,-0.004141207,-0.00804765,-0.016293743,-0.067217437,-0.030467425,0.001328725,-0.005892079
4/20/2020 8:00:00,-0.000109931,0.005588314,0.004261477,0.010867868,-0.004918799,0.04793148,0.001683496,-0.007102708
4/27/2020 8:00:00,0.012009245,0.008737357,0.012359827,0.023013628,0.000234976,0.104277942,-0.007979174,-0.019596241
5/4/2020 8:00:00,0.005160078,0.005164328,0.00630102,0.0208949,0.006280236,0.045511781,0.007390483,-0.00533291
5/11/2020 8:00:00,-0.002369042,-0.005537313,-0.00972758,-0.019785042,-0.105140906,-0.087540572,0.00039952,0.042632476
5/18/2020 8:00:00,0.001828964,0.000426851,0.014237707,-0.0029284,0.005565796,0.003194632,0.00393504,-0.020150095
5/25/2020 8:00:00,-0.003360438,0.00828307,-0.00372931,0.025515994,-0.00124274,1.41E-05,0.006912475,0.099937115
6/1/2020 8:00:00,0.00112505,0.00692087,0.012982287,0.014742999,-3.08E-05,0.11874093,0.00511017,0.069882015
6/8/2020 8:00:00,-0.000859758,-0.003540197,0.000950532,-0.014281391,-0.015506785,-0.009303406,-0.002959898,0.072347334
6/15/2020 8:00:00,-0.00201317,0.004166869,-0.00514098,0.01723412,-0.042077614,-0.049548236,0.012410991,0.104183345
6/22/2020 8:00:00,0.000252624,0.000450826,0.00327338,0.003807236,0.041915229,0.006531829,0.002589577,0.092643907
6/29/2020 8:00:00,0,-0.004069042,-0.005469297,-0.014858841,-0.051327477,-0.004467949,-0.005934435,-0.027003828
7/6/2020 8:00:00,0,0.007841087,0.004093957,0.017497438,-0.000221196,0.050397613,-0.001653006,-0.001048245
7/13/2020 8:00:00,0,-0.002713741,0.002630928,-0.01075281,-1.04E-05,-0.008700208,-0.00277143,-0.011913963
7/20/2020 8:00:00,-0.000509476,0.008319035,-0.003141843,0.023264969,0,-0.032568766,0.000457241,-0.00173507
7/27/2020 8:00:00,0.013233205,0.016295765,0.022775671,0.065270026,0.034106706,0.054708859,0.012021089,-0.015054011
8/3/2020 8:00:00,0.008667924,0.012723181,0.009765744,0.050924242,0.15398924,0.041740897,0.002420545,-0.005951326
8/10/2020 8:00:00,0.002779633,-0.001986756,0.003062022,-0.005532523,0.003441847,0.008744074,-0.00077827,0.006477029
8/17/2020 8:00:00,-0.000102962,0.001349563,0.00468153,0.002405192,0.031204989,0.123734871,-0.032302394,-0.029434537
8/24/2020 8:00:00,-0.004819305,-0.009011534,-0.005564082,-0.029309174,-0.053474886,-0.000861205,0.01115366,0.02082988
8/31/2020 8:00:00,-0.000324123,-0.010311935,-0.000729886,-0.020776838,0.011725696,-0.010386298,-0.038887334,-0.049630195
9/7/2020 8:00:00,-0.0148192,0.00368765,-0.01631973,0.018991982,-0.032730993,-0.000683552,-0.024361227,-0.032950068
9/14/2020 8:00:00,-0.000170022,0.0040803,0.00475792,0.010132338,-0.00015041,0.004971985,0.025777742,0.01997458
9/21/2020 8:00:00,-0.005585842,-0.006052324,-0.008028404,-0.01202668,-0.096559176,-0.000736432,0.005699319,-0.004861043
9/28/2020 8:00:00,0.000580372,0.00505935,0.004071756,0.009748603,0.012845386,0.036927502,-0.001358393,-0.010285912
10/5/2020 8:00:00,0.004836944,0.001105369,0.007041642,0.00297423,-0.001318453,-0.002112745,-0.000347649,-0.017768074
10/12/2020 8:00:00,0.001083667,0.006034084,0.007784738,0.023016337,0.035300578,0.009078964,0.003940811,-0.001184577
10/19/2020 8:00:00,-0.003184205,0.004757712,-0.004736639,0.014710166,-0.030944377,-0.004432649,0.001786428,-0.015980017
10/26/2020 8:00:00,0.002542993,-0.004588804,0.005046978,-0.008505168,0.122681415,0.049184666,0.010436111,-0.008038004
11/2/2020 7:00:00,-0.003096402,0.003191898,-0.005787,0.021723228,-0.001127792,-0.014060915,0.007195549,-0.006197873
11/9/2020 7:00:00,0.006952303,0.003476549,0.007021152,0.016645336,0.050739571,0.005200064,0.008835507,0.019270824
11/16/2020 7:00:00,0.008906037,0.010891183,0.009199222,0.039259322,0.170971929,0.050118681,0.009426633,-0.003905393
11/23/2020 7:00:00,0.007230789,0.001832406,0.018997185,0.007350575,-0.001394831,0.007518403,-0.017011185,-0.001145282
11/30/2020 7:00:00,0.001777664,0.013297424,0.001207714,0.053202626,0.003648616,0.010443262,0.010337724,-0.002411056
12/7/2020 7:00:00,-0.000676976,-0.009399164,-0.003293316,-0.03756991,-0.000321809,-0.034799897,0.002157271,-0.004137244
12/14/2020 7:00:00,0.000893514,0.019068151,-0.000834717,0.03787071,0,-0.000956301,0.00085416,-0.001759002
12/21/2020 7:00:00,0.005479381,-0.003985421,0.007131398,-0.015589975,0.193636865,0,0.02260325,-0.004620758
12/28/2020 7:00:00,0.004539431,0.009252902,0.012338722,0.042440616,0.08350816,0.196698306,0.017970691,-0.000782317
1/4/2021 7:00:00,0.017242433,0.026806064,0.01282461,0.107482579,-0.000472687,0.003027047,0.028873234,0.005853113
1/11/2021 7:00:00,0.002709005,0.013023969,0.013938371,-0.00223637,0,0.025382441,-0.006311668,0.012311941
1/18/2021 7:00:00,0.009942109,-0.016381374,0.008503523,-0.052569331,0.126579611,0.095027026,0.008872412,0.014045806
1/25/2021 7:00:00,-0.000222913,0.007426946,-0.008428543,0.031165271,-0.065597339,-0.001174622,-0.003348587,-0.005107371
2/1/2021 7:00:00,0.000382251,0.008471417,0.00127696,0.038999021,0.019387876,-0.001555457,-0.004181268,0.03644002
2/8/2021 7:00:00,0.022223468,0.034371116,0.022561335,0.137707777,0.324342102,0.259144045,-0.014673047,-0.030896634
2/15/2021 7:00:00,0.007874585,0.020193063,0.032829866,0.080858292,0.024106056,0.113773387,-0.007165718,-0.008803163
2/22/2021 7:00:00,0.002251623,-0.022131682,-0.000582731,-0.088494134,0.091903782,-0.001726266,0.004353076,-0.011683364
3/1/2021 7:00:00,-0.008880514,0.002543493,-0.01146327,0.004998353,-0.076139497,-0.098613972,-0.007053899,0.006303525
3/8/2021 7:00:00,-0.000746745,0.014365685,0.005981142,0.057784045,0.009778409,0.062895572,0.003952354,-0.004240661
3/15/2021 8:00:00,0.002931973,-0.001719536,0.002698534,-0.006855102,0.000475107,0.005880982,0.000757846,0.009134094
3/22/2021 8:00:00,-0.003532436,-0.010915551,-0.003681893,-0.030656701,-1.78E-05,-0.06140983,-0.019030187,-0.006408126
3/29/2021 8:00:00,0.000376426,0.022449613,0.006798332,0.04475715,0.020688433,0.040491845,-0.004921053,0.014538505
4/5/2021 8:00:00,0.01628861,0.011662987,0.017223406,0.0471296,0.023703029,0.08376025,-0.077715952,-0.068919213
4/12/2021 8:00:00,0.011076216,0.027427657,0.010649991,0.101504338,0.008577833,0.000519642,-0.00853586,-0.026737701
4/19/2021 8:00:00,0.006641827,-0.003881716,0.014361894,-0.015401588,0.001149958,-0.032541728,0.004080113,-0.002949969
4/26/2021 8:00:00,0.001689812,0.00766837,0.003453448,0.028525366,-0.000242034,-0.009872334,0.00931989,-0.004596448
5/3/2021 8:00:00,-5.93E-05,0.065509773,0.021200965,0.262278841,0.049984294,0.226217058,0.016236665,0.007525302
5/10/2021 8:00:00,0.025779107,-0.041797473,0.023663224,-0.13672761,-0.020515474,-0.103645182,0.011917457,-0.005601399
5/17/2021 8:00:00,7.49E-05,-0.027918521,-0.019256827,-0.088824375,-0.194295179,-0.188000773,-0.015375871,-0.014669606
5/24/2021 8:00:00,0,-0.002993997,-0.0239968,-0.019027099,-0.006305369,-0.177977765,0.012431831,-0.006229389
5/31/2021 8:00:00,0.019998697,0.005472287,0.011373907,0.012899073,0.107332631,-0.019257382,0.003124954,-0.000100675
6/7/2021 8:00:00,-0.007164366,-0.011475303,-0.01187509,-0.054680539,-0.086627724,0,-0.003816567,-0.009355212
6/14/2021 8:00:00,0.011302923,-0.003165636,0.004965344,-0.022409493,-0.001241821,-0.004661522,0.010621695,-0.003149786
6/21/2021 8:00:00,-0.000107518,-0.01789873,-0.019341164,-0.07148673,-0.024448819,-0.012081281,0.003650941,-0.012849416
6/28/2021 8:00:00,0,0.006799783,-0.003152951,0.013361478,-0.105323474,-0.000120171,-0.017917408,-0.043124431
7/5/2021 8:00:00,0,-0.007524682,0.004302787,-0.014974962,0.018877033,0.043043288,0.007845132,0.022911468
7/12/2021 8:00:00,-0.003462281,-0.007232811,-0.00533238,-0.026725662,-0.000934631,-0.025295648,-0.004934764,-0.016680027
7/19/2021 8:00:00,-0.001432369,-5.07E-05,-0.012061027,-0.000242283,-0.111523229,-0.032331855,-0.006230934,-0.020774536
7/26/2021 8:00:00,0.000563516,0.017209229,0.016832942,0.056750573,0.050543657,0.050020256,-0.001571224,0.007770177
8/2/2021 8:00:00,0.008142256,0.007008801,0.009067193,0.028262183,0.007292524,0.068251816,-0.009487592,-0.015411448
8/9/2021 8:00:00,0.013250119,0.012865087,0.016616185,0.040499324,-7.24E-05,0.068437554,0.007234202,-0.00862969
,,,,,,,,
